,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2012-03-08 13:00:00,10260,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233
2012-03-08 14:00:00,10261,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203
2012-03-08 15:00:00,10262,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185
2012-03-08 16:00:00,10263,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342
2012-03-08 17:00:00,10264,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597
2012-03-08 18:00:00,10265,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590
2012-03-08 19:00:00,10266,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416
2012-03-08 20:00:00,10267,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302
2012-03-08 21:00:00,10268,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233
2012-03-08 22:00:00,10269,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153
2012-03-08 23:00:00,10270,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94
2012-03-09 00:00:00,10271,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54
2012-03-09 01:00:00,10272,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26
2012-03-09 02:00:00,10273,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11
2012-03-09 03:00:00,10274,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7
2012-03-09 04:00:00,10275,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1
2012-03-09 05:00:00,10276,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29
2012-03-09 06:00:00,10277,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85
2012-03-09 07:00:00,10278,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268
2012-03-09 08:00:00,10279,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501
2012-03-09 09:00:00,10280,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284
2012-03-09 10:00:00,10281,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159
2012-03-09 11:00:00,10282,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187
2012-03-09 12:00:00,10283,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201
2012-03-09 13:00:00,10284,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224
2012-03-09 14:00:00,10285,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178
2012-03-09 15:00:00,10286,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238
2012-03-09 16:00:00,10287,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343
2012-03-09 17:00:00,10288,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566
2012-03-09 18:00:00,10289,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470
2012-03-09 19:00:00,10290,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244
2012-03-09 20:00:00,10291,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159
2012-03-09 21:00:00,10292,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141
2012-03-09 22:00:00,10293,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107
2012-03-09 23:00:00,10294,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86
2012-03-10 00:00:00,10295,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77
2012-03-10 01:00:00,10296,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51
2012-03-10 02:00:00,10297,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42
2012-03-10 03:00:00,10298,1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16
2012-03-10 04:00:00,10299,1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4
2012-03-10 05:00:00,10300,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10
2012-03-10 06:00:00,10301,1,1,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12
2012-03-10 07:00:00,10302,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40
2012-03-10 08:00:00,10303,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111
2012-03-10 09:00:00,10304,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148
2012-03-10 10:00:00,10305,1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223
2012-03-10 11:00:00,10306,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274
2012-03-10 12:00:00,10307,1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329
2012-03-10 13:00:00,10308,1,1,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357
2012-03-10 14:00:00,10309,1,1,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379
2012-03-10 15:00:00,10310,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,132,274,406
2012-03-10 16:00:00,10311,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,115,275,390
2012-03-10 17:00:00,10312,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,104,250,354
2012-03-10 18:00:00,10313,1,1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297
2012-03-10 19:00:00,10314,1,1,3,19,0,6,0,1,0.34,0.3636,0.25,0.0,25,159,184
2012-03-10 20:00:00,10315,1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121
2012-03-10 21:00:00,10316,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110
2012-03-10 22:00:00,10317,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100
2012-03-10 23:00:00,10318,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83
2012-03-11 00:00:00,10319,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69
2012-03-11 01:00:00,10320,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61
2012-03-11 03:00:00,10321,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66
2012-03-11 04:00:00,10322,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22
2012-03-11 05:00:00,10323,1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7
2012-03-11 06:00:00,10324,1,1,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,2,8,10
2012-03-11 07:00:00,10325,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17
2012-03-11 08:00:00,10326,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72
2012-03-11 09:00:00,10327,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90
2012-03-11 10:00:00,10328,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218
2012-03-11 11:00:00,10329,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299
2012-03-11 12:00:00,10330,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410
2012-03-11 13:00:00,10331,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464
2012-03-11 14:00:00,10332,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,212,289,501
2012-03-11 15:00:00,10333,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,201,286,487
2012-03-11 16:00:00,10334,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,208,301,509
2012-03-11 17:00:00,10335,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498
2012-03-11 18:00:00,10336,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389
2012-03-11 19:00:00,10337,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258
2012-03-11 20:00:00,10338,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171
2012-03-11 21:00:00,10339,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147
2012-03-11 22:00:00,10340,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94
2012-03-11 23:00:00,10341,1,1,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52
2012-03-12 00:00:00,10342,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24
2012-03-12 01:00:00,10343,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10
2012-03-12 02:00:00,10344,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9
2012-03-12 03:00:00,10345,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2
2012-03-12 04:00:00,10346,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3
2012-03-12 05:00:00,10347,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16
2012-03-12 06:00:00,10348,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88
2012-03-12 07:00:00,10349,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268
2012-03-12 08:00:00,10350,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564
2012-03-12 09:00:00,10351,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281
2012-03-12 10:00:00,10352,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137
2012-03-12 11:00:00,10353,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150
2012-03-12 12:00:00,10354,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221
2012-03-12 13:00:00,10355,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250
2012-03-12 14:00:00,10356,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221
2012-03-12 15:00:00,10357,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233
2012-03-12 16:00:00,10358,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332
2012-03-12 17:00:00,10359,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644
2012-03-12 18:00:00,10360,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712
2012-03-12 19:00:00,10361,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446
2012-03-12 20:00:00,10362,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286
2012-03-12 21:00:00,10363,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205
2012-03-12 22:00:00,10364,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133
2012-03-12 23:00:00,10365,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63
2012-03-13 00:00:00,10366,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26
2012-03-13 01:00:00,10367,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16
2012-03-13 02:00:00,10368,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1
2012-03-13 03:00:00,10369,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2
2012-03-13 04:00:00,10370,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1
2012-03-13 05:00:00,10371,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24
2012-03-13 06:00:00,10372,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113
2012-03-13 07:00:00,10373,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308
2012-03-13 08:00:00,10374,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593
2012-03-13 09:00:00,10375,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,18,324,342
2012-03-13 10:00:00,10376,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143
2012-03-13 11:00:00,10377,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219
2012-03-13 12:00:00,10378,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244
2012-03-13 13:00:00,10379,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,53,180,233
2012-03-13 14:00:00,10380,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212
2012-03-13 15:00:00,10381,1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264
2012-03-13 16:00:00,10382,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,53,312,365
2012-03-13 17:00:00,10383,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676
2012-03-13 18:00:00,10384,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734
2012-03-13 19:00:00,10385,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479
2012-03-13 20:00:00,10386,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351
2012-03-13 21:00:00,10387,1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244
2012-03-13 22:00:00,10388,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170
2012-03-13 23:00:00,10389,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87
2012-03-14 00:00:00,10390,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,5,34,39
2012-03-14 01:00:00,10391,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,2,25,27
2012-03-14 02:00:00,10392,1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,0,2,2
2012-03-14 03:00:00,10393,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4
2012-03-14 04:00:00,10394,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,1,4,5
2012-03-14 05:00:00,10395,1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,2,25,27
2012-03-14 06:00:00,10396,1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,1,120,121
2012-03-14 07:00:00,10397,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,20,348,368
2012-03-14 08:00:00,10398,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,34,628,662
2012-03-14 09:00:00,10399,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0.0,26,325,351
2012-03-14 10:00:00,10400,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188
2012-03-14 11:00:00,10401,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,65,155,220
2012-03-14 12:00:00,10402,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0.0,55,212,267
2012-03-14 13:00:00,10403,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254
2012-03-14 14:00:00,10404,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224
2012-03-14 15:00:00,10405,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,86,197,283
2012-03-14 16:00:00,10406,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356
2012-03-14 17:00:00,10407,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782
2012-03-14 18:00:00,10408,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,102,647,749
2012-03-14 19:00:00,10409,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472
2012-03-14 20:00:00,10410,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330
2012-03-14 21:00:00,10411,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288
2012-03-14 22:00:00,10412,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202
2012-03-14 23:00:00,10413,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91
2012-03-15 00:00:00,10414,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60
2012-03-15 01:00:00,10415,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23
2012-03-15 02:00:00,10416,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,14,5,19
2012-03-15 03:00:00,10417,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,0,7,7
2012-03-15 04:00:00,10418,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14
2012-03-15 05:00:00,10419,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,2,24,26
2012-03-15 06:00:00,10420,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117
2012-03-15 07:00:00,10421,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381
2012-03-15 08:00:00,10422,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623
2012-03-15 09:00:00,10423,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315
2012-03-15 10:00:00,10424,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164
2012-03-15 11:00:00,10425,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211
2012-03-15 12:00:00,10426,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265
2012-03-15 13:00:00,10427,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273
2012-03-15 14:00:00,10428,1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,81,177,258
2012-03-15 15:00:00,10429,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287
2012-03-15 16:00:00,10430,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426
2012-03-15 17:00:00,10431,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713
2012-03-15 18:00:00,10432,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746
2012-03-15 19:00:00,10433,1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425
2012-03-15 20:00:00,10434,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330
2012-03-15 21:00:00,10435,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243
2012-03-15 22:00:00,10436,1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169
2012-03-15 23:00:00,10437,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97
2012-03-16 00:00:00,10438,1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57
2012-03-16 01:00:00,10439,1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26
2012-03-16 02:00:00,10440,1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4
2012-03-16 03:00:00,10441,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3
2012-03-16 04:00:00,10442,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3
2012-03-16 05:00:00,10443,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32
2012-03-16 06:00:00,10444,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99
2012-03-16 07:00:00,10445,1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278
2012-03-16 08:00:00,10446,1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562
2012-03-16 09:00:00,10447,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,35,277,312
2012-03-16 10:00:00,10448,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180
2012-03-16 11:00:00,10449,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0.0,40,167,207
2012-03-16 12:00:00,10450,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294
2012-03-16 13:00:00,10451,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260
2012-03-16 14:00:00,10452,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0.0,56,146,202
2012-03-16 15:00:00,10453,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107
2012-03-16 16:00:00,10454,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0.0,18,111,129
2012-03-16 17:00:00,10455,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258
2012-03-16 18:00:00,10456,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408
2012-03-16 19:00:00,10457,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,23,273,296
2012-03-16 20:00:00,10458,1,1,3,20,0,5,1,1,0.46,0.4545,0.88,0.0,31,204,235
2012-03-16 21:00:00,10459,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0.0,8,144,152
2012-03-16 22:00:00,10460,1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0.0,16,132,148
2012-03-16 23:00:00,10461,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0.0,22,104,126
2012-03-17 00:00:00,10462,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100
2012-03-17 01:00:00,10463,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0.0,12,57,69
2012-03-17 02:00:00,10464,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0.0,10,32,42
2012-03-17 03:00:00,10465,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0.0,2,24,26
2012-03-17 04:00:00,10466,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0.0,0,2,2
2012-03-17 05:00:00,10467,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8
2012-03-17 06:00:00,10468,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30
2012-03-17 07:00:00,10469,1,1,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343,29,57,86
2012-03-17 08:00:00,10470,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218
2012-03-17 09:00:00,10471,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321
2012-03-17 10:00:00,10472,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443
2012-03-17 11:00:00,10473,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585
2012-03-17 12:00:00,10474,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651
2012-03-17 13:00:00,10475,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686
2012-03-17 14:00:00,10476,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690
2012-03-17 15:00:00,10477,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679
2012-03-17 16:00:00,10478,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,367,318,685
2012-03-17 17:00:00,10479,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648
2012-03-17 18:00:00,10480,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560
2012-03-17 19:00:00,10481,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,155,262,417
2012-03-17 20:00:00,10482,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,89,182,271
2012-03-17 21:00:00,10483,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,54,169,223
2012-03-17 22:00:00,10484,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0.0,58,153,211
2012-03-17 23:00:00,10485,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185
2012-03-18 00:00:00,10486,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,27,80,107
2012-03-18 01:00:00,10487,1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,25,88,113
2012-03-18 02:00:00,10488,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56
2012-03-18 03:00:00,10489,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18
2012-03-18 04:00:00,10490,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14
2012-03-18 05:00:00,10491,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6
2012-03-18 06:00:00,10492,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11
2012-03-18 07:00:00,10493,1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,17,25,42
2012-03-18 08:00:00,10494,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96
2012-03-18 09:00:00,10495,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,65,113,178
2012-03-18 10:00:00,10496,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351
2012-03-18 11:00:00,10497,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368
2012-03-18 12:00:00,10498,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503
2012-03-18 13:00:00,10499,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544
2012-03-18 14:00:00,10500,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521
2012-03-18 15:00:00,10501,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554
2012-03-18 16:00:00,10502,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541
2012-03-18 17:00:00,10503,1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,233,308,541
2012-03-18 18:00:00,10504,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,165,294,459
2012-03-18 19:00:00,10505,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,118,234,352
2012-03-18 20:00:00,10506,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,59,139,198
2012-03-18 21:00:00,10507,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,44,129,173
2012-03-18 22:00:00,10508,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,21,79,100
2012-03-18 23:00:00,10509,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,7,39,46
